WKT_PCS
COORD_REF_SYS_CODE,COORD_REF_SYS_NAME,FALSE_EASTING,FALSE_NORTHING,PARAMETER_VALUE_1,PARAMETER_VALUE_2,PARAMETER_VALUE_3,PARAMETER_VALUE_4,UNIT
3081,NAD_1983_Texas_Statewide_Mapping_System,1000000,1000000,-100,27.41666667,34.91666667,31.16666667,Meter
3082,NAD_1983_Texas_Centric_Mapping_System_Lambert,1500000,5000000,-100,27.5,35,18,Meter
3083,NAD_1983_Texas_Centric_Mapping_System_Albers,1500000,6000000,-100,27.5,35,18,Meter
3084,NAD_1983_HARN_Texas_Centric_Mapping_System_Lambert,1500000,5000000,-100,27.5,35,18,Meter
3085,NAD_1983_HARN_Texas_Centric_Mapping_System_Albers,1500000,6000000,-100,27.5,35,18,Meter
3086,NAD_1983_Florida_GDL_Albers,400000,0,-84,24,31.5,24,Meter
3087,NAD_1983_HARN_Florida_GDL_Albers,400000,0,-84,24,31.5,24,Meter
3088,NAD_1983_StatePlane_Kentucky_FIPS_1600,1500000,1000000,-85.75,37.08333333,38.66666667,36.33333333,Meter
3089,NAD_1983_StatePlane_Kentucky_FIPS_1600_Feet,4921250,3280833.333,-85.75,37.08333333,38.66666667,36.33333333,Foot_US
3090,NAD_1983_HARN_StatePlane_Kentucky_FIPS_1600,1500000,1000000,-85.75,37.08333333,38.66666667,36.33333333,Meter
3091,NAD_1983_HARN_StatePlane_Kentucky_FIPS_1600_Feet,4921250,3280833.333,-85.75,37.08333333,38.66666667,36.33333333,Foot_US
3092,Tokyo_UTM_Zone_51N,500000,0,123,0.9996, ,0,Meter
3093,Tokyo_UTM_Zone_52N,500000,0,129,0.9996, ,0,Meter
3094,Tokyo_UTM_Zone_53N,500000,0,135,0.9996, ,0,Meter
3095,Tokyo_UTM_Zone_54N,500000,0,141,0.9996, ,0,Meter
3096,Tokyo_UTM_Zone_55N,500000,0,147,0.9996, ,0,Meter
3097,JGD_2000_UTM_Zone_51N,500000,0,123,0.9996, ,0,Meter
3098,JGD_2000_UTM_Zone_52N,500000,0,129,0.9996, ,0,Meter
3099,JGD_2000_UTM_Zone_53N,500000,0,135,0.9996, ,0,Meter
3100,JGD_2000_UTM_Zone_54N,500000,0,141,0.9996, ,0,Meter
3101,JGD_2000_UTM_Zone_55N,500000,0,147,0.9996, ,0,Meter
3102,Samoa_1962_Samoa_Lambert,500000,312234.65,-170,-14.26666667,1,-14.26666667,Foot_US
3106,Gulshan_303_Bangladesh_TM,500000,0,90,0.9996, ,0,Meter
3107,GDA_1994_South_Australia_Lambert,1000000,2000000,135,-28,-36,-32,Meter
3108,ETRS_1989_Guernsey_Grid,47000,50000,-2.416666667,0.999997, ,49.5,Meter
3109,ETRS_1989_Jersey_Transverse_Mercator,40000,70000,-2.135,0.9999999, ,49.225,Meter
3110,AGD_1966_VICGRID,2500000,4500000,145,-36,-38,-37,Meter
3111,GDA_1994_VICGRID94,2500000,2500000,145,-36,-38,-37,Meter
3112,GDA_1994_Geoscience_Australia_Lambert,0,0,134,-18,-36,0,Meter
3113,GDA_1994_BCSG02,50000,100000,153,0.99999, ,-28,Meter
3114,MAGNA_Colombia_Oeste_Oeste,1000000,1000000,-80.07750792,1, ,4.596200417,Meter
3115,MAGNA_Colombia_Oeste,1000000,1000000,-77.07750792,1, ,4.596200417,Meter
3116,MAGNA_Colombia_Bogota,1000000,1000000,-74.07750792,1, ,4.596200417,Meter
3117,MAGNA_Colombia_Este,1000000,1000000,-71.07750792,1, ,4.596200417,Meter
3118,MAGNA_Colombia_Este_Este,1000000,1000000,-68.07750792,1, ,4.596200417,Meter
3119,Douala_1948_AEF_West,1000000,1000000,10.5,0.999, ,0,Meter
3121,Philippines_Zone_I,500000,0,117,0.99995, ,0,Meter
3122,Philippines_Zone_II,500000,0,119,0.99995, ,0,Meter
3123,Philippines_Zone_III,500000,0,121,0.99995, ,0,Meter
3124,Philippines_Zone_IV,500000,0,123,0.99995, ,0,Meter
3125,Philippines_Zone_V,500000,0,125,0.99995, ,0,Meter
3126,ETRS_1989_ETRS-GK19FIN,500000,0,19,1, ,0,Meter
3127,ETRS_1989_ETRS-GK20FIN,500000,0,20,1, ,0,Meter
3128,ETRS_1989_ETRS-GK21FIN,500000,0,21,1, ,0,Meter
3129,ETRS_1989_ETRS-GK22FIN,500000,0,22,1, ,0,Meter
3130,ETRS_1989_ETRS-GK23FIN,500000,0,23,1, ,0,Meter
3131,ETRS_1989_ETRS-GK24FIN,500000,0,24,1, ,0,Meter
3132,ETRS_1989_ETRS-GK25FIN,500000,0,25,1, ,0,Meter
3133,ETRS_1989_ETRS-GK26FIN,500000,0,26,1, ,0,Meter
3134,ETRS_1989_ETRS-GK27FIN,500000,0,27,1, ,0,Meter
3135,ETRS_1989_ETRS-GK28FIN,500000,0,28,1, ,0,Meter
3136,ETRS_1989_ETRS-GK29FIN,500000,0,29,1, ,0,Meter
3137,ETRS_1989_ETRS-GK30FIN,500000,0,30,1, ,0,Meter
3138,ETRS_1989_ETRS-GK31FIN,500000,0,31,1, ,0,Meter
3148,Indian_1960_UTM_Zone_48N,500000,0,105,0.9996, ,0,Meter
3149,Indian_1960_UTM_Zone_49N,500000,0,111,0.9996, ,0,Meter
3176,Indian_1960_TM_106NE,500000,0,106,0.9996, ,0,Meter
3200,FD_1958_Iraq,1500000,1166200,45,32.5,0.998786408,32.5,Meter
3294,WGS_1984_USGS_Transantarctic_Mountains,0,0,162,-76.66666667,-79.33333333,-78,Meter
3296,RGPF_UTM_Zone_5S,500000,10000000,-153,0.9996, ,0,Meter
3297,RGPF_UTM_Zone_6S,500000,10000000,-147,0.9996, ,0,Meter
3298,RGPF_UTM_Zone_7S,500000,10000000,-141,0.9996, ,0,Meter
3299,RGPF_UTM_Zone_8S,500000,10000000,-135,0.9996, ,0,Meter
3300,Estonian_Coordinate_System_of_1992,500000,6375000,24,58,59.33333333,57.51755393,Meter
3301,Estonia_1997_Estonia_National_Grid,500000,6375000,24,58,59.33333333,57.51755393,Meter
3302,IGN63_Hiva_Oa_UTM_Zone_7S,500000,10000000,-141,0.9996, ,0,Meter
3303,Fatu_Iva_1972_UTM_Zone_7S,500000,10000000,-141,0.9996, ,0,Meter
3304,Tahiti_1979_UTM_Zone_6S,500000,10000000,-147,0.9996, ,0,Meter
3305,Moorea_1987_UTM_Zone_6S,500000,10000000,-147,0.9996, ,0,Meter
3306,Maupiti_1983_UTM_Zone_5S,500000,10000000,-153,0.9996, ,0,Meter
3307,Nakhl-e_Ghanem_UTM_Zone_39N,500000,0,51,0.9996, ,0,Meter
3308,GDA_1994_NSW_lambert,9300000,4500000,147,-30.75,-35.75,-33.25,Meter
3309,NAD_1927_California_Teale_Albers,0,-4000000,-120,34,40.5,0,Meter
3310,NAD_1983_California_Teale_Albers,0,-4000000,-120,34,40.5,0,Meter
3311,NAD_1983_HARN_California_Teale_Albers,0,-4000000,-120,34,40.5,0,Meter
3312,CSG_1967_UTM_Zone_21N,500000,0,-57,0.9996, ,0,Meter
3313,RGFG_1995_UTM_Zone_21N,500000,0,-57,0.9996, ,0,Meter
3314,Katanga_1955_Katanga_Lambert,0,0,26,-6.5,-11.5,0,Meter
3315,Katanga_1955_Katanga_TM,0,0,26,0.9998, ,-9,Meter
3316,Kasai_1953_Congo_TM_Zone_22,500000,10000000,22,0.9999, ,0,Meter
3317,Kasai_1953_Congo_TM_Zone_24,500000,10000000,24,0.9999, ,0,Meter
3318,IGC_1962_Congo_TM_Zone_12,500000,10000000,12,0.9999, ,0,Meter
3319,IGC_1962_Congo_TM_Zone_14,500000,10000000,14,0.9999, ,0,Meter
3320,IGC_1962_Congo_TM_Zone_16,500000,10000000,16,0.9999, ,0,Meter
3321,IGC_1962_Congo_TM_Zone_18,500000,10000000,18,0.9999, ,0,Meter
3322,IGC_1962_Congo_TM_Zone_20,500000,10000000,20,0.9999, ,0,Meter
3323,IGC_1962_Congo_TM_Zone_22,500000,10000000,22,0.9999, ,0,Meter
3324,IGC_1962_Congo_TM_Zone_24,500000,10000000,24,0.9999, ,0,Meter
3325,IGC_1962_Congo_TM_Zone_26,500000,10000000,26,0.9999, ,0,Meter
3326,IGC_1962_Congo_TM_Zone_28,500000,10000000,28,0.9999, ,0,Meter
3327,IGC_1962_Congo_TM_Zone_30,500000,10000000,30,0.9999, ,0,Meter
3328,Pulkovo_1942_Adj_1958_GUGiK-80,500000,500000,19.16666667,0.99714, ,52.16666667,Meter
3329,Pulkovo_1942_Adj_1958_3_Degree_GK_Zone_5,5500000,0,15,1, ,0,Meter
3330,Pulkovo_1942_Adj_1958_3_Degree_GK_Zone_6,6500000,0,18,1, ,0,Meter
3331,Pulkovo_1942_Adj_1958_3_Degree_GK_Zone_7,7500000,0,21,1, ,0,Meter
3332,Pulkovo_1942_Adj_1958_3_Degree_GK_Zone_8,8500000,0,24,1, ,0,Meter
3333,Pulkovo_1942_Adj_1958_GK_Zone_3,3500000,0,15,1, ,0,Meter
3334,Pulkovo_1942_Adj_1958_GK_Zone_4,4500000,0,21,1, ,0,Meter
3335,Pulkovo_1942_Adj_1958_GK_Zone_5,5500000,0,27,1, ,0,Meter
3336,Kerguelen_Island_1949_UTM_42S,500000,10000000,69,0.9996, ,0,Meter
3339,IGCB_1955_Congo_TM_Zone_12,500000,10000000,12,0.9999, ,0,Meter
3340,IGCB_1955_Congo_TM_Zone_14,500000,10000000,14,0.9999, ,0,Meter
3341,IGCB_1955_Congo_TM_Zone_16,500000,10000000,16,0.9999, ,0,Meter
3342,IGCB_1955_UTM_Zone_33S,500000,10000000,15,0.9996, ,0,Meter
3343,Mauritania_1999_UTM_Zone_28N,500000,0,-15,0.9996, ,0,Meter
3344,Mauritania_1999_UTM_Zone_29N,500000,0,-9,0.9996, ,0,Meter
3345,Mauritania_1999_UTM_Zone_30N,500000,0,-3,0.9996, ,0,Meter
3347,NAD_1983_Statistics_Canada_Lambert,6200000,3000000,-91.86666667,49,77,63.390675,Meter
3349,WGS_1984_PDC_Mercator,0,0,-150,0,,,Meter
3350,Pulkovo_1942_CS63_Zone_K0,250000,0,21.95,1, ,0.1,Meter
3351,Pulkovo_1942_CS63_Zone_K1,1250000,0,24.95,1, ,0.1,Meter
3352,Pulkovo_1942_CS63_Zone_K2,2250000,0,27.95,1, ,0.1,Meter
3353,Mhast_Onshore_UTM_Zone_32S,500000,10000000,9,0.9996, ,0,Meter
3354,Mhast_Offshore_UTM_Zone_32S,500000,10000000,9,0.9996, ,0,Meter
3355,Egypt_Gulf_of_Suez_S-650_TL_Red_Belt,615000,810000,31,1, ,30,Meter
3356,Grand_Cayman_1959_UTM_Zone_17N,500000,0,-81,0.9996, ,0,Meter
3357,Little_Cayman_1961_UTM_Zone_17N,500000,0,-81,0.9996, ,0,Meter
3358,NAD_1983_HARN_StatePlane_North_Carolina_FIPS_3200,609601.2192,0,-79,34.33333333,36.16666667,33.75,Meter
3359,NAD_1983_HARN_StatePlane_North_Carolina_FIPS_3200_Feet,2000000,0,-79,34.33333333,36.16666667,33.75,Foot_US
3360,NAD_1983_HARN_StatePlane_South_Carolina_FIPS_3900,609600,0,-81,32.5,34.83333333,31.83333333,Meter
3361,NAD_1983_HARN_StatePlane_South_Carolina_FIPS_3900_Feet_Intl,2000000,0,-81,32.5,34.83333333,31.83333333,Foot
3362,NAD_1983_HARN_StatePlane_Pennsylvania_North_FIPS_3701,600000,0,-77.75,40.88333333,41.95,40.16666667,Meter
3363,NAD_1983_HARN_StatePlane_Pennsylvania_North_FIPS_3701_Feet,1968500,0,-77.75,40.88333333,41.95,40.16666667,Foot_US
3364,NAD_1983_HARN_StatePlane_Pennsylvania_South_FIPS_3702,600000,0,-77.75,39.93333333,40.96666667,39.33333333,Meter
3365,NAD_1983_HARN_StatePlane_Pennsylvania_South_FIPS_3702_Feet,1968500,0,-77.75,39.93333333,40.96666667,39.33333333,Foot_US
3366,Hong_Kong_1963_Grid,132033.92,62565.96,114.1785556,1, ,22.31213333,Foot_Clarke
3370,NAD_1927_UTM_Zone_59N,500000,0,171,0.9996, ,0,Meter
3371,NAD_1927_UTM_Zone_60N,500000,0,177,0.9996, ,0,Meter
3372,NAD_1983_UTM_Zone_59N,500000,0,171,0.9996, ,0,Meter
3373,NAD_1983_UTM_Zone_60N,500000,0,177,0.9996, ,0,Meter
3377,GDM_2000_State_Cassini_Johor,-14810.562,8758.32,103.4279362,1, ,2.121679744,Meter
3378,GDM_2000_State_Cassini_Negeri_Sembilan_&_Melaka,3673.785,-4240.573,101.974905,1, ,2.682347636,Meter
3379,GDM_2000_State_Cassini_Pahang,-7368.228,6485.858,102.368299,1, ,3.769388089,Meter
3380,GDM_2000_State_Cassini_Selangor,-34836.161,56464.049,101.3891079,1, ,3.68464905,Meter
3381,GDM_2000_State_Cassini_Terengganu,19594.245,3371.895,103.0702756,1, ,4.9762852,Meter
3382,GDM_2000_State_Cassini_Pulau_Pinang_&_Seberang_Perai,-23.414,62.283,100.344377,1, ,5.421517542,Meter
3383,GDM_2000_State_Cassini_Perlis,0,0,100.6363711,1, ,5.964672714,Meter
3384,GDM_2000_State_Cassini_Perak,-1.769,133454.779,100.8154106,1, ,4.859063022,Meter
3385,GDM_2000_State_Cassini_Kelantan,13227.851,8739.894,102.2952417,1, ,5.972543658,Meter
3439,PDO_1993_UTM_Zone_39N,500000,0,51,0.9996, ,0,Meter
3440,PDO_1993_UTM_Zone_40N,500000,0,57,0.9996, ,0,Meter
3561,Old_Hawaiian_StatePlane_Hawaii_1_FIPS_5101,500000,0,-155.5,0.999966667, ,18.83333333,Foot_US
3562,Old_Hawaiian_StatePlane_Hawaii_2_FIPS_5102,500000,0,-156.6666667,0.999966667, ,20.33333333,Foot_US
3563,Old_Hawaiian_StatePlane_Hawaii_3_FIPS_5103,500000,0,-158,0.99999, ,21.16666667,Foot_US
3564,Old_Hawaiian_StatePlane_Hawaii_4_FIPS_5104,500000,0,-159.5,0.99999, ,21.83333333,Foot_US
3565,Old_Hawaiian_StatePlane_Hawaii_5_FIPS_5105,500000,0,-160.1666667,1, ,21.66666667,Foot_US
3920,Puerto_Rico_UTM_Zone_20N,500000,0,-63,0.9996, ,0,Meter
3991,Puerto_Rico_StatePlane_Puerto_Rico_FIPS_5201,500000,0,-66.43333333,18.03333333,18.43333333,17.83333333,Foot_US
3992,Puerto_Rico_StatePlane_Virgin_Islands_St_Croix_FIPS_5202,500000,100000,-66.43333333,18.03333333,18.43333333,17.83333333,Foot_US
20002,Pulkovo_1995_GK_Zone_2,2500000,0,9,1, ,0,Meter
20003,Pulkovo_1995_GK_Zone_3,3500000,0,15,1, ,0,Meter
20004,Pulkovo_1995_GK_Zone_4,4500000,0,21,1, ,0,Meter
20005,Pulkovo_1995_GK_Zone_5,5500000,0,27,1, ,0,Meter
20006,Pulkovo_1995_GK_Zone_6,6500000,0,33,1, ,0,Meter
20007,Pulkovo_1995_GK_Zone_7,7500000,0,39,1, ,0,Meter
20008,Pulkovo_1995_GK_Zone_8,8500000,0,45,1, ,0,Meter
20009,Pulkovo_1995_GK_Zone_9,9500000,0,51,1, ,0,Meter
20010,Pulkovo_1995_GK_Zone_10,10500000,0,57,1, ,0,Meter
20011,Pulkovo_1995_GK_Zone_11,11500000,0,63,1, ,0,Meter
20012,Pulkovo_1995_GK_Zone_12,12500000,0,69,1, ,0,Meter
20013,Pulkovo_1995_GK_Zone_13,13500000,0,75,1, ,0,Meter
20014,Pulkovo_1995_GK_Zone_14,14500000,0,81,1, ,0,Meter
20015,Pulkovo_1995_GK_Zone_15,15500000,0,87,1, ,0,Meter
20016,Pulkovo_1995_GK_Zone_16,16500000,0,93,1, ,0,Meter
20017,Pulkovo_1995_GK_Zone_17,17500000,0,99,1, ,0,Meter
20018,Pulkovo_1995_GK_Zone_18,18500000,0,105,1, ,0,Meter
20019,Pulkovo_1995_GK_Zone_19,19500000,0,111,1, ,0,Meter
20020,Pulkovo_1995_GK_Zone_20,20500000,0,117,1, ,0,Meter
20021,Pulkovo_1995_GK_Zone_21,21500000,0,123,1, ,0,Meter
20022,Pulkovo_1995_GK_Zone_22,22500000,0,129,1, ,0,Meter
20023,Pulkovo_1995_GK_Zone_23,23500000,0,135,1, ,0,Meter
20024,Pulkovo_1995_GK_Zone_24,24500000,0,141,1, ,0,Meter
20025,Pulkovo_1995_GK_Zone_25,25500000,0,147,1, ,0,Meter
20026,Pulkovo_1995_GK_Zone_26,26500000,0,153,1, ,0,Meter
20027,Pulkovo_1995_GK_Zone_27,27500000,0,159,1, ,0,Meter
20028,Pulkovo_1995_GK_Zone_28,28500000,0,165,1, ,0,Meter
20029,Pulkovo_1995_GK_Zone_29,29500000,0,171,1, ,0,Meter
20030,Pulkovo_1995_GK_Zone_30,30500000,0,177,1, ,0,Meter
20031,Pulkovo_1995_GK_Zone_31,31500000,0,-177,1, ,0,Meter
20032,Pulkovo_1995_GK_Zone_32,32500000,0,-171,1, ,0,Meter
20062,Pulkovo_1995_GK_Zone_2N,500000,0,9,1, ,0,Meter
20063,Pulkovo_1995_GK_Zone_3N,500000,0,15,1, ,0,Meter
20064,Pulkovo_1995_GK_Zone_4N,500000,0,21,1, ,0,Meter
20065,Pulkovo_1995_GK_Zone_5N,500000,0,27,1, ,0,Meter
20066,Pulkovo_1995_GK_Zone_6N,500000,0,33,1, ,0,Meter
20067,Pulkovo_1995_GK_Zone_7N,500000,0,39,1, ,0,Meter
20068,Pulkovo_1995_GK_Zone_8N,500000,0,45,1, ,0,Meter
20069,Pulkovo_1995_GK_Zone_9N,500000,0,51,1, ,0,Meter
20070,Pulkovo_1995_GK_Zone_10N,500000,0,57,1, ,0,Meter
20071,Pulkovo_1995_GK_Zone_11N,500000,0,63,1, ,0,Meter
20072,Pulkovo_1995_GK_Zone_12N,500000,0,69,1, ,0,Meter
20073,Pulkovo_1995_GK_Zone_13N,500000,0,75,1, ,0,Meter
20074,Pulkovo_1995_GK_Zone_14N,500000,0,81,1, ,0,Meter
20075,Pulkovo_1995_GK_Zone_15N,500000,0,87,1, ,0,Meter
20076,Pulkovo_1995_GK_Zone_16N,500000,0,93,1, ,0,Meter
20077,Pulkovo_1995_GK_Zone_17N,500000,0,99,1, ,0,Meter
20078,Pulkovo_1995_GK_Zone_18N,500000,0,105,1, ,0,Meter
20079,Pulkovo_1995_GK_Zone_19N,500000,0,111,1, ,0,Meter
20080,Pulkovo_1995_GK_Zone_20N,500000,0,117,1, ,0,Meter
20081,Pulkovo_1995_GK_Zone_21N,500000,0,123,1, ,0,Meter
20082,Pulkovo_1995_GK_Zone_22N,500000,0,129,1, ,0,Meter
20083,Pulkovo_1995_GK_Zone_23N,500000,0,135,1, ,0,Meter
20084,Pulkovo_1995_GK_Zone_24N,500000,0,141,1, ,0,Meter
20085,Pulkovo_1995_GK_Zone_25N,500000,0,147,1, ,0,Meter
20086,Pulkovo_1995_GK_Zone_26N,500000,0,153,1, ,0,Meter
20087,Pulkovo_1995_GK_Zone_27N,500000,0,159,1, ,0,Meter
20088,Pulkovo_1995_GK_Zone_28N,500000,0,165,1, ,0,Meter
20089,Pulkovo_1995_GK_Zone_29N,500000,0,171,1, ,0,Meter
20090,Pulkovo_1995_GK_Zone_30N,500000,0,177,1, ,0,Meter
20091,Pulkovo_1995_GK_Zone_31N,500000,0,-177,1, ,0,Meter
20092,Pulkovo_1995_GK_Zone_32N,500000,0,-171,1, ,0,Meter
20135,Adindan_UTM_Zone_35N,500000,0,27,0.9996, ,0,Meter
20136,Adindan_UTM_Zone_36N,500000,0,33,0.9996, ,0,Meter
20137,Adindan_UTM_Zone_37N,500000,0,39,0.9996, ,0,Meter
20138,Adindan_UTM_Zone_38N,500000,0,45,0.9996, ,0,Meter
20248,AGD_1966_AMG_Zone_48,500000,10000000,105,0.9996, ,0,Meter
20249,AGD_1966_AMG_Zone_49,500000,10000000,111,0.9996, ,0,Meter
20250,AGD_1966_AMG_Zone_50,500000,10000000,117,0.9996, ,0,Meter
20251,AGD_1966_AMG_Zone_51,500000,10000000,123,0.9996, ,0,Meter
20252,AGD_1966_AMG_Zone_52,500000,10000000,129,0.9996, ,0,Meter
20253,AGD_1966_AMG_Zone_53,500000,10000000,135,0.9996, ,0,Meter
20254,AGD_1966_AMG_Zone_54,500000,10000000,141,0.9996, ,0,Meter
20255,AGD_1966_AMG_Zone_55,500000,10000000,147,0.9996, ,0,Meter
20256,AGD_1966_AMG_Zone_56,500000,10000000,153,0.9996, ,0,Meter
20257,AGD_1966_AMG_Zone_57,500000,10000000,159,0.9996, ,0,Meter
20258,AGD_1966_AMG_Zone_58,500000,10000000,165,0.9996, ,0,Meter
20348,AGD_1984_AMG_Zone_48,500000,10000000,105,0.9996, ,0,Meter
20349,AGD_1984_AMG_Zone_49,500000,10000000,111,0.9996, ,0,Meter
20350,AGD_1984_AMG_Zone_50,500000,10000000,117,0.9996, ,0,Meter
20351,AGD_1984_AMG_Zone_51,500000,10000000,123,0.9996, ,0,Meter
20352,AGD_1984_AMG_Zone_52,500000,10000000,129,0.9996, ,0,Meter
20353,AGD_1984_AMG_Zone_53,500000,10000000,135,0.9996, ,0,Meter
20354,AGD_1984_AMG_Zone_54,500000,10000000,141,0.9996, ,0,Meter
20355,AGD_1984_AMG_Zone_55,500000,10000000,147,0.9996, ,0,Meter
20356,AGD_1984_AMG_Zone_56,500000,10000000,153,0.9996, ,0,Meter
20357,AGD_1984_AMG_Zone_57,500000,10000000,159,0.9996, ,0,Meter
20358,AGD_1984_AMG_Zone_58,500000,10000000,165,0.9996, ,0,Meter
20436,Ain_el_Abd_UTM_Zone_36N,500000,0,33,0.9996, ,0,Meter
20437,Ain_el_Abd_UTM_Zone_37N,500000,0,39,0.9996, ,0,Meter
20438,Ain_el_Abd_UTM_Zone_38N,500000,0,45,0.9996, ,0,Meter
20439,Ain_el_Abd_UTM_Zone_39N,500000,0,51,0.9996, ,0,Meter
20440,Ain_el_Abd_UTM_Zone_40N,500000,0,57,0.9996, ,0,Meter
20499,Bahrain_State_Grid,500000,0,51,0.9996, ,0,Meter
20538,Afgooye_UTM_Zone_38N,500000,0,45,0.9996, ,0,Meter
20539,Afgooye_UTM_Zone_39N,500000,0,51,0.9996, ,0,Meter
20790,Portuguese_National_Grid,200000,300000,1,1, ,39.66666667,Meter
20822,Aratu_UTM_Zone_22S,500000,10000000,-51,0.9996, ,0,Meter
20823,Aratu_UTM_Zone_23S,500000,10000000,-45,0.9996, ,0,Meter
20824,Aratu_UTM_Zone_24S,500000,10000000,-39,0.9996, ,0,Meter
20934,Arc_1950_UTM_Zone_34S,500000,10000000,21,0.9996, ,0,Meter
20935,Arc_1950_UTM_Zone_35S,500000,10000000,27,0.9996, ,0,Meter
20936,Arc_1950_UTM_Zone_36S,500000,10000000,33,0.9996, ,0,Meter
21035,Arc_1960_UTM_Zone_35S,500000,10000000,27,0.9996, ,0,Meter
21036,Arc_1960_UTM_Zone_36S,500000,10000000,33,0.9996, ,0,Meter
21037,Arc_1960_UTM_Zone_37S,500000,10000000,39,0.9996, ,0,Meter
21095,Arc_1960_UTM_Zone_35N,500000,0,27,0.9996, ,0,Meter
21096,Arc_1960_UTM_Zone_36N,500000,0,33,0.9996, ,0,Meter
21097,Arc_1960_UTM_Zone_37N,500000,0,39,0.9996, ,0,Meter
21148,Batavia_UTM_Zone_48S,500000,10000000,105,0.9996, ,0,Meter
21149,Batavia_UTM_Zone_49S,500000,10000000,111,0.9996, ,0,Meter
21150,Batavia_UTM_Zone_50S,500000,10000000,117,0.9996, ,0,Meter
21291,Barbados_1938_British_West_Indies_Grid,400000,0,-62,0.9995, ,0,Meter
21292,Barbados_1938_Barbados_Grid,30000,75000,-59.55972222,0.9999986, ,13.17638889,Meter
21413,Beijing_1954_GK_Zone_13,13500000,0,75,1, ,0,Meter
21414,Beijing_1954_GK_Zone_14,14500000,0,81,1, ,0,Meter
21415,Beijing_1954_GK_Zone_15,15500000,0,87,1, ,0,Meter
21416,Beijing_1954_GK_Zone_16,16500000,0,93,1, ,0,Meter
21417,Beijing_1954_GK_Zone_17,17500000,0,99,1, ,0,Meter
21418,Beijing_1954_GK_Zone_18,18500000,0,105,1, ,0,Meter
21419,Beijing_1954_GK_Zone_19,19500000,0,111,1, ,0,Meter
21420,Beijing_1954_GK_Zone_20,20500000,0,117,1, ,0,Meter
21421,Beijing_1954_GK_Zone_21,21500000,0,123,1, ,0,Meter
21422,Beijing_1954_GK_Zone_22,22500000,0,129,1, ,0,Meter
21423,Beijing_1954_GK_Zone_23,23500000,0,135,1, ,0,Meter
21473,Beijing_1954_GK_Zone_13N,500000,0,75,1, ,0,Meter
21474,Beijing_1954_GK_Zone_14N,500000,0,81,1, ,0,Meter
21475,Beijing_1954_GK_Zone_15N,500000,0,87,1, ,0,Meter
21476,Beijing_1954_GK_Zone_16N,500000,0,93,1, ,0,Meter
21477,Beijing_1954_GK_Zone_17N,500000,0,99,1, ,0,Meter
21478,Beijing_1954_GK_Zone_18N,500000,0,105,1, ,0,Meter
21479,Beijing_1954_GK_Zone_19N,500000,0,111,1, ,0,Meter
21480,Beijing_1954_GK_Zone_20N,500000,0,117,1, ,0,Meter
21481,Beijing_1954_GK_Zone_21N,500000,0,123,1, ,0,Meter
21482,Beijing_1954_GK_Zone_22N,500000,0,129,1, ,0,Meter
21483,Beijing_1954_GK_Zone_23N,500000,0,135,1, ,0,Meter
21500,Belge_Lambert_1950,150000,5400000,0,49.83333333,51.16666667,90,Meter
21780,Bern_1898_Bern_LV03C,0,0,1,90,0,46.95240556,Meter
21781,CH1903_LV03,600000,200000,1,90,7.439583333,46.95240556,Meter
21817,Bogota_UTM_Zone_17N,500000,0,-81,0.9996, ,0,Meter
21818,Bogota_UTM_Zone_18N,500000,0,-75,0.9996, ,0,Meter
21891,Colombia_West_Zone,1000000,1000000,-77.08091667,1, ,4.599047222,Meter
21892,Colombia_Bogota_Zone,1000000,1000000,-74.08091667,1, ,4.599047222,Meter
21893,Colombia_East_Central_Zone,1000000,1000000,-71.08091667,1, ,4.599047222,Meter
21894,Colombia_East_Zone,1000000,1000000,-68.08091667,1, ,4.599047222,Meter
21896,Colombia_West_Zone,1000000,1000000,-77.08091667,1, ,4.599047222,Meter
21897,Colombia_Bogota_Zone,1000000,1000000,-74.08091667,1, ,4.599047222,Meter
21898,Colombia_East_Central_Zone,1000000,1000000,-71.08091667,1, ,4.599047222,Meter
21899,Colombia_East_Zone,1000000,1000000,-68.08091667,1, ,4.599047222,Meter
22032,Camacupa_UTM_Zone_32S,500000,10000000,9,0.9996, ,0,Meter
22033,Camacupa_UTM_Zone_33S,500000,10000000,15,0.9996, ,0,Meter
22091,Camacupa_TM_11_30_SE,500000,10000000,11.5,0.9996, ,0,Meter
22092,Camacupa_TM_12_SE,500000,10000000,12,0.9996, ,0,Meter
22171,POSGAR_1998_Argentina_Zone_1,1500000,0,-72,1, ,-90,Meter
22172,POSGAR_1998_Argentina_Zone_2,2500000,0,-69,1, ,-90,Meter
22173,POSGAR_1998_Argentina_Zone_3,3500000,0,-66,1, ,-90,Meter
22174,POSGAR_1998_Argentina_Zone_4,4500000,0,-63,1, ,-90,Meter
22175,POSGAR_1998_Argentina_Zone_5,5500000,0,-60,1, ,-90,Meter
22176,POSGAR_1998_Argentina_Zone_6,6500000,0,-57,1, ,-90,Meter
22177,POSGAR_1998_Argentina_Zone_7,7500000,0,-54,1, ,-90,Meter
22181,POSGAR_1994_Argentina_Zone_1,1500000,0,-72,1, ,-90,Meter
22182,POSGAR_1994_Argentina_Zone_2,2500000,0,-69,1, ,-90,Meter
22183,POSGAR_1994_Argentina_Zone_3,3500000,0,-66,1, ,-90,Meter
22184,POSGAR_1994_Argentina_Zone_4,4500000,0,-63,1, ,-90,Meter
